hgnc_symbol	FC..class1.class2.	P.value
CA5BP1	-0.126972856257766	0.03862
CCDC30	0.328434873828947	0.0007599
ANKRD20A5P	0.240418026766445	0.00496
BCDIN3D	-0.212880566344385	0.004691
HEXIM1	0.146563181111933	0.0348
RTN4RL2	0.173807463763398	0.0231
ZNF395	-0.12300395405482	0.04293
MT1X	-0.137503523749935	0.03469
ISG15	0.187050040544251	0.01653
EXD3	0.126423005703037	0.04839
C17orf97	-0.207892851641333	0.004985
TMSB4XP8	0.166502663140165	0.02385
TMEM203	-0.121678556588252	0.04653
DNAH17	-0.54399071966485	1.224e-06
CARD9	0.601430724405017	2.719e-06
	-0.167357927738514	0.01354
PMS2CL	0.174947097664133	0.01672
KLHL17	0.20240590955789	0.01217
ZSCAN23	0.276135676373272	0.003322
SNHG28	-0.12961273813047	0.04935
ZNF490	0.171368418311981	0.01882
NWD1	0.154088492766469	0.02807
EYS	-0.301002256032814	0.0009754
C6orf132	-0.154453592679872	0.02088
AGRN	0.39649827364362	0.0001672
TMPPE	-0.137503523749935	0.03274
ZC3H6	-0.162210036314307	0.02086
	0.190997225060914	0.01434
HES4	0.366243319018039	0.0003668
ZNF669	0.140984615200586	0.03626
ENO4	-0.191562650700756	0.007328
IER5L	0.436744228567011	6.805e-05
H2AX	0.221454974197195	0.006824
C19orf54	-0.130930869826449	0.03474
RALGAPA2	-0.181420640280142	0.008975
NDOR1	0.183277428998698	0.01601
ZBED10P	-0.230203013366421	0.002922
QRFP	-0.27500704749987	0.001062
FSIP2	-0.258217389536018	0.0006588
NOXA1	0.574970452473714	4.689e-06
TMEM198	0.345381155038874	0.0005236
LINC00910	-0.187767747046025	0.01118
ZNF563	-0.140124223909071	0.02902
GJB3	-0.12565110166152	0.03262
ZNF292	-0.105678077894537	0.03036
ZNF573	0.237863830098888	0.005134
C15orf61	0.238374307797517	0.007197
SYCP2	-0.202887833470143	0.0125
SPOCK3	0.178534676194175	0.02094
ZNF79	-0.20163386116965	0.005649
PLEKHG4	-0.137503523749935	0.03317
TUBB	-0.162210036314307	0.01849
MFSD14C	0.3084658350808	0.00127
STK31	-0.155749232677945	0.02155
ZNF565	-0.15704371014558	0.02396
ZNF34	0.183768949657892	0.01634
INCA1	-0.0976107966264223	0.0432
ZNF774	0.218262612121666	0.007578
ZNF124	0.146563181111933	0.03184
ZNF775	0.217591435072627	0.00809
IPO4	-0.22650852980868	0.004282
NCOR2	0.263438417009447	0.003006
LAMA2	0.29636769256293	0.001489
PLXNB2	0.143691510282557	0.03828
RABL6	0.359749278545982	0.000386
SLC30A10	0.447918089346892	5.415e-05
DAPK1	-0.360645202460216	0.0001343
LINC01560	-0.12961273813047	0.03651
ADA	-0.266636642513989	0.00207
ARID5A	0.160040412510468	0.02593
CRACDL	-0.210388864445403	0.002352
SERTAD1	0.182949841567479	0.01532
ARRDC1	0.140030451778974	0.03737
KIAA1671	-0.119024103142275	0.04965
GAL3ST4	-0.341416524478722	0.0001915
ZGPAT	0.161814647789121	0.02883
PCNX3	0.148960614291275	0.03338
SND1	-0.151858816727005	0.01961
ZNF785	-0.216610068742442	0.00397
CYSRT1	0.176739771766556	0.01988
SERPINA1	-0.222804561045261	0.003589
C6orf141	0.184424571137427	0.01794
SYNGAP1	-0.348232419239271	0.0001347
	0.220109960659953	0.00929
SHPK	-0.222804561045261	0.003834
ZNF628	0.529905707352221	1.201e-05
SLC2A10	-0.158337027167101	0.01955
MIB2	0.463350245979966	4.192e-05
RAB40C	0.218262612121666	0.007497
ZNF460	-0.195347598322219	0.00695
PTMAP2	0.0473682329180313	0.0311
CFAP43	-0.277389698810864	0.0009517
ATAD3A	0.29636769256293	0.001547
	-0.0854246562526777	0.01782
SLC9A8	-0.147957881387101	0.0228
GPAA1	0.139712537489259	0.03613
PLCG2	-0.153156788061421	0.02364
TOR4A	0.163429484582848	0.02215
HMGN5	0.137330410731602	0.04459
DDRGK1	0.16747450220749	0.01951
SULT1C2	0.291945228671648	0.001865
PIM3	0.191326645096798	0.01225
TXNRD1	-0.12300395405482	0.04349
FLVCR1-DT	-0.126972856257766	0.04012
NBR2	-0.158337027167101	0.02415
MAFK	0.276834656542415	0.002628
GPN1	-0.12565110166152	0.04505
ITGBL1	0.147521676357613	0.03616
SLC34A3	0.397828209246621	0.0002046
SPANXC	0.201410260766896	0.0102
MMP17	0.809954113105561	3.463e-08
PPIAP22	0.298672742587059	0.002326
TUSC1	0.129418275945414	0.04719
CEP290	-0.279768421593595	0.003544
UNC13B	-0.12961273813047	0.03633
MSRB1	-0.196607044094818	0.006411
MTCO3P12	-0.11503324294624	0.04316
PLXNB3	0.368476593521103	0.0003291
ZNF521	0.140507454607221	0.04143
ZNF358	0.453241329565227	4.65e-05
HMGN2	0.271078172712686	0.002531
SELENOM	0.204898041877175	0.009442
TOX	-0.181420640280142	0.0113
OSTC	-0.120351940365222	0.04819
SHISA4	-0.166072675946706	0.01774
ZFP2	0.217591435072627	0.01119
MFAP3L	0.172668729387739	0.01767
SNORD104	0.378756902259987	0.0004325
SNORA73B	-0.225274929869569	0.002955
SNORA71C	-0.211635253327149	0.003921
INF2	0.168446996373663	0.01942
COX20	0.331699301461351	0.0007383
MIR29B2CHG	-0.12961273813047	0.04385
RAET1G	-0.327687364176047	0.0002471
FANK1	-0.137503523749935	0.03294
ATP1A1-AS1	-0.22650852980868	0.003386
RBM20	0.148800661406706	0.03315
C6orf163	0.240418026766445	0.004699
LINC01270	-0.187767747046025	0.009366
CT83	-0.13224779829844	0.0389
LINC00963	-0.124328135002202	0.0462
FOXO6	0.41119543298445	0.0001189
C2orf72	-0.321928094887362	0.0002995
NHSL2	-0.142740172116082	0.02858
HNRNPCP2	-0.283329168051641	0.0013
HLA-DMA	-0.168642035558839	0.01643
COL5A2	-0.100304905795685	0.047
COL15A1	-0.175045486110914	0.01404
PJVK	-0.112366523072563	0.0445
SP5	0.443791328260415	5.746e-05
STK19	-0.16478627814334	0.01619
HLA-C	-1.13027195451886	6.27e-11
C6orf136	-0.137503523749935	0.03016
PPP1R10	-0.18269229751619	0.009194
PRR3	-0.261831658752137	0.001287
	-0.339137384919585	0.000185
INSYN2B	-0.136191386287144	0.03154
ZNF204P	0.22044609650511	0.007553
LINC01291	0.245540026374521	0.004297
FAM201A	0.159718058573055	0.0243
AARD	0.279458852453401	0.002296
LINC00654	-0.128293401009818	0.0389
SAMD9	-0.171206827418142	0.01448
TMSB4X	0.139712537489259	0.04455
TMEM256	-0.22404027421793	0.003389
CPT1B	0.165855133936795	0.03115
DENND6B	0.165531478289697	0.02313
DPP9-AS1	-0.166072675946706	0.01746
CYS1	-0.158337027167101	0.01866
HSP90AB2P	0.105628450038725	0.03522
H1-10-AS1	-0.186500557644495	0.01047
HLA-A	1.54835367211605	1.426e-12
VGLL3	-0.111031312388744	0.04939
	0.216082427396204	0.00741
MIR25	-0.136191386287144	0.03741
MIR221	-0.186500557644495	0.01193
GPX3	-0.140124223909071	0.0279
SELENOH	0.501238534328148	1.577e-05
PRR22	0.574970452473714	4.286e-06
RNF208	0.308823203187876	0.001168
CHP1P2	0.170069278160357	0.02003
	-0.36289064266586	0.0001947
CFAP45	-0.295135249000818	0.0005998
FAM24B	-0.141432790929296	0.03096
NOC2LP1	-0.0840642647884745	0.03683
YWHAZP2	-0.409255146684838	3.689e-05
MXD3	0.287360202069148	0.002137
GSTM2	-0.190298791626595	0.007946
ARL2	0.173807463763398	0.01738
STIMATE	-0.215367972203479	0.003979
DNAJC9	0.209895258653546	0.008731
LBH	-0.18269229751619	0.01179
GPSM3	0.166502663140165	0.02194
ACTBP2	-0.108357178090419	0.02579
DDX47	-0.149259365499623	0.02428
ZNF321P	-0.15704371014558	0.02202
IRF9	0.188693388530219	0.0184
PGAM1P7	0.129260475011061	0.02179
UCA1	-0.220329954879556	0.005163
TSPAN4	0.155533998633904	0.02855
PAXIP1-AS2	0.214909845005242	0.008032
ALG3	-0.142740172116082	0.02928
EEF1A1P12	-0.199122642013601	0.007361
SCART1	0.236333479861926	0.007346
MBLAC1	0.320125852253377	0.0009211
ZNF727	0.0549916715845771	0.04457
	0.235314147477866	0.005151
MTCP1	-0.265436896049098	0.001347
ZSWIM7	-0.144046369616707	0.02524
LRRC69	0.203402245951694	0.009618
RPL13P12	-0.511973981781801	8.997e-06
ANXA2R-AS1	-0.183962834842595	0.009419
GUSBP18	-0.151858816727005	0.02602
RBMXP2	-0.172487515510134	0.01606
VPS16	-0.133563525741106	0.03484
MYL5	0.165693297037092	0.02518
ARHGAP27P1-BPTFP1-KPNA2P3	-0.389566811762726	5.665e-05
SLC35E2A	-0.138814468902282	0.03472
TSTD1	-0.168642035558839	0.01256
CROCCP2	0.330066164331039	0.000748
ATAD3C	0.443202753407257	0.0001407
PRELID1P1	0.138600388842562	0.04374
CKLF	-0.324234562270531	0.000425
	0.0369698504988098	0.03675
MORF4L1P1	0.146243824156365	0.03989
ZNF579	0.257390096905414	0.003431
	-0.454175893185802	1.112e-05
RPS18P9	0.183441250612556	0.01558
PPP3CB-AS1	-0.162210036314307	0.01534
C6orf226	0.35089043505707	0.000476
AP4M1	-0.124328135002202	0.04513
C2orf16	-0.257010618206024	0.001751
PLXNA4	-0.160920188181103	0.0172
NPTXR	-0.267835392097615	0.00119
TRIM16	-0.177598929327733	0.01068
FAM185A	0.138759214740326	0.04272
	-0.241230035515445	0.002251
LINC01124	-0.124328135002202	0.039
RN7SKP16	0.188364569146256	0.00868
RPL23AP53	0.149920704194202	0.029
C1GALT1C1L	-0.405992359675837	3.046e-05
CD99P1	-0.192825403552391	0.008957
LINP1	-0.13224779829844	0.03751
	0.257390096905414	0.004819
PPIAP53	-0.221567788538409	0.003743
OSER1-DT	-0.140124223909071	0.02764
CPTP	0.29689930039584	0.001518
PPM1F-AS1	0.125478421399833	0.04957
RPL12P14	-0.446785562143122	1.364e-05
HSP90AA2P	-0.100304905795685	0.04316
ZMIZ1-AS1	0.14496710279792	0.04195
RPS27AP16	-0.295135249000818	0.001152
	-0.305678743242287	0.0004956
LINC00240	-0.271425676092934	0.001181
YBX1P1	-0.12961273813047	0.03967
POT1-AS1	-0.15704371014558	0.02028
GOT1-DT	0.35070645303286	0.0005169
ICMT-DT	0.324635687250854	0.0008191
SLC9A3-AS1	0.174784237694339	0.02429
PDK1-AS1	0.135903020369684	0.0406
	-0.160920188181103	0.01956
BOLA3-DT	-0.35501626421955	0.0002218
RPS15AP10	-0.257010618206024	0.00204
NUTM2B-AS1	-0.12565110166152	0.04255
MTND2P28	-0.13224779829844	0.03347
MCRIP1	0.22465441592596	0.007832
TMEM30A-DT	0.204066852685037	0.01002
FAM229A	-0.0229004021100788	0.03377
CCT8P1	0.205396985351244	0.01116
LINC01772	0.24965075941585	0.00423
AHCTF1P1	0.290356454529068	0.002676
	0.135269077685249	0.04556
RPL10AP6	-0.225274929869569	0.002671
TPI1P1	-0.222804561045261	0.004984
	-0.528071164578735	1.751e-05
	-0.185232254230161	0.008621
ZNF451-AS1	-0.249748715083569	0.0019
GTF2IP7	0.331154716978927	0.0007222
LINC02798	0.190009416024795	0.01717
SPANXB1	0.161653263478769	0.02577
KIF9-AS1	0.138441580427971	0.042
	-0.241230035515445	0.003055
	-0.291603558030565	0.0006507
DPY19L2P3	-0.216610068742442	0.004
EFHD2-AS1	-0.269033146455237	0.001247
GAPDHP1	-0.134878054343112	0.03659
FAM174C	0.266211831374818	0.002832
	0.131945441103797	0.03695
MIR646HG	-0.351628329102782	0.0001301
SDAD1P1	-0.0717626693000913	0.04111
RAB11FIP1P1	0.186064929518683	0.01885
PNISR-AS1	-0.441483479582645	1.167e-05
FNDC10	0.238033969263056	0.004944
SNHG26	-0.172487515510134	0.01264
LINC01128	-0.155749232677945	0.01845
	-0.219091058246197	0.004094
SEPTIN7-DT	-0.178873958169795	0.01408
RPS13P2	-0.233888060174277	0.003042
ZFAND2A-DT	-0.298658315564515	0.0005728
CALM2P2	-0.149259365499623	0.02642
RPL41	0.460568188565167	5.51e-05
TMEM44-AS2	-0.200378797984026	0.008373
RPL26P6	-0.411426245726465	0.0004686
	0.165693297037092	0.02083
YWHAZP3	0.387411593301282	0.0002203
	-0.215367972203479	0.005475
PHB1P9	-0.120351940365222	0.04809
NFE4	-0.326537348139952	0.000275
HERC2P4	0.247080178987195	0.004823
LRRC37A6P	0.277883762181341	0.00236
PSMG3-AS1	0.170556318633409	0.01894
ZNF32-AS2	-0.194087052116302	0.009493
	0.172506126396202	0.01798
RPS23P8	-0.305678743242287	0.0007209
	0.415614692741589	0.000116
YY2	0.184588523071337	0.01549
	-0.488515008957812	4.459e-06
ZNF674-AS1	-0.151858816727005	0.02039
	0.927139598068755	6.426e-09
CAPZA1P1	-0.207892851641333	0.005065
DSTNP1	0.383265915043729	0.000321
THBS3-AS1	-0.162210036314307	0.01948
HCG18	-0.24731993497982	0.001908
APCDD1L-DT	-0.16349873228288	0.0143
HLA-DPA1	-0.144046369616707	0.02696
PTMAP4	-0.158337027167101	0.026
EMBP1	0.271774706240224	0.002598
TMEM44-AS1	-0.137503523749935	0.03376
TMA7	-0.124328135002202	0.04421
RAP2C-AS1	-0.124328135002202	0.04799
AJM1	0.299915450506908	0.001616
MHENCR	-0.13224779829844	0.03458
KANTR	-0.267835392097615	0.001302
SLCO4A1-AS1	0.283316328122915	0.001952
PET117	0.180168347573463	0.02014
SMG7-AS1	-0.175045486110914	0.01523
	-0.202887833470143	0.01117
RNF224	0.477743332373299	2.796e-05
GPX1	0.210896782498619	0.008667
EIF3FP3	-0.244887059123534	0.002694
LINC01638	-0.136191386287144	0.03408
ZC3H12A-DT	-0.301002256032814	0.0005193
RPS15P4	-0.445726703349984	1.448e-05
CLDN14-AS1	-0.215367972203479	0.005145
	0.212734717248298	0.008308
TM9SF5P	0.305075245880026	0.001952
AP2B1P1	-0.16349873228288	0.01344
LINC01505	-0.0593552776164212	0.03824
ZNF232-AS1	-0.171206827418142	0.01311
RPL7AP16	0.165693297037092	0.02332
ELF2P1	-0.217851096811131	0.004044
USP27X-DT	0.191820916228529	0.01602
PINLYP	-0.196607044094818	0.006922
RPL13AP20	0.131787363522869	0.0462
MCIDAS	0.104387155024838	0.04009
SDCBP2-AS1	-0.155749232677945	0.0209
HLA-B	-0.126972856257766	0.006043
FOXP4-AS1	0.25635578329374	0.004946
SLC25A25-AS1	0.194790104417674	0.01429
SNHG20	-0.149259365499623	0.02442
SEMA3F-AS1	-0.244887059123534	0.002192
ANKRD65	0.162298909066135	0.02576
LINC00601	0.133052469416402	0.04834
ITGA9-AS1	-0.257010618206024	0.002232
DUSP8P5	0.159234662676126	0.03007
RPL6P27	-0.212880566344385	0.006208
GAPDHP65	-0.191562650700756	0.01142
OLMALINC	-0.187767747046025	0.007649
	-0.102993993323326	0.03351
GSN-AS1	-0.22404027421793	0.003343
LINC00941	-0.126972856257766	0.04222
TM4SF19-AS1	0.155694699836063	0.02539
RBMS3-AS3	-0.147957881387101	0.02299
	-0.246104009883917	0.002746
ASMTL-AS1	0.30721574336599	0.002766
	-0.18269229751619	0.0127
TMEM147-AS1	-0.128293401009818	0.04403
	0.407363571393423	0.0001581
CCDC200	0.148320909130194	0.03988
PKMP1	-0.517023672064581	5.892e-06
PRKG1-AS1	0.17918792277128	0.01728
BCYRN1	0.142417044615852	0.04595
CBR3-AS1	-0.200378797984026	0.006705
NIFK-AS1	-0.197865391353738	0.007152
LINC01852	-0.192825403552391	0.01116
LINC03011	0.209227962138	0.008917
LINC01358	-0.257010618206024	0.001488
CELSR1P1	-0.249748715083569	0.002069
	0.257390096905414	0.004832
	0.243489043859842	0.00447
SLC20A1-DT	-0.244887059123534	0.00197
MTCO1P12	-0.508935661864395	3.192e-06
SPTBN1-AS2	-0.094911647025467	0.0442
MVP-DT	-0.149259365499623	0.02556
LINC01410	-0.31034012061215	0.0004976
	0.161330549006808	0.02681
NCK1-DT	0.142735555499338	0.04366
ASB14	0.165693297037092	0.02097
	-0.368489000645104	0.0001079
ST3GAL6-AS1	0.294951028606318	0.001532
KMT2E-AS1	-0.14535138557262	0.03415
PARGP1	-0.0496307677246004	0.04839
PRKAG2-AS1	0.165693297037092	0.02156
RPL23AP7	-0.121678556588252	0.04429
RPL13P5	0.137965260044767	0.03603
LRRFIP1P1	0.321206927643708	0.0008695
REPIN1-AS1	-0.202887833470143	0.008593
RPS19P3	-0.53605290024021	1.749e-05
AQP1	-0.228972569760161	0.004058
	-0.402722176845605	6.565e-05
KRBOX1	-0.187767747046025	0.01077
GPR199P	0.304540617361442	0.001282
RPL31P46	-0.160920188181103	0.01473
ARPC4	-0.133563525741106	0.03305
	-0.284514133244245	0.001361
C8orf58	-0.158337027167101	0.01771
RPL7AP6	0.0926478158286289	0.02013
AMACR	0.149600603229745	0.03282
MTFP1	0.318325858207167	0.0009558
	0.216920570126388	0.008759
	0.19660762117295	0.01186
GSK3B-DT	-0.177598929327733	0.02053
	-0.130930869826449	0.04514
AP5Z1	0.253773238823062	0.003625
	0.158751428693752	0.02515
PSG4	-0.214124805352847	0.004501
	0.135903020369684	0.04619
C4orf48	0.751222306350288	1.213e-07
NME2	0.253773238823062	0.003759
	0.219102022770173	0.007294
NPIPB5	-0.258217389536018	0.001867
HLA-L	0.359749278545982	0.0006069
	0.179678051887898	0.02106
APOBEC3D	-0.181420640280142	0.0123
LINC01011	-0.136191386287144	0.02307
TMEM225B	0.272297327162762	0.002682
GATA2-AS1	0.23073604337123	0.006283
	-0.209141397838592	0.004741
SCARF2	0.368290355214397	0.0003178
MIATNB	-0.225274929869569	0.00319
RNF139-DT	-0.176322772640463	0.01353
EEF1A1P4	-0.22650852980868	0.003909
MSANTD2-AS1	0.155855418940657	0.03109
LNCRNA-IUR	-0.141432790929296	0.02931
SBF2-AS1	0.13384372432621	0.03991
H2AJ	0.244685095954902	0.004257
UBL7-DT	-0.144046369616707	0.02893
ZBED5-AS1	-0.168642035558839	0.01268
DNAJC3-DT	0.221959677732477	0.007523
GPRC5D-AS1	-0.13224779829844	0.03294
TWF2	0.17869796011047	0.01725
MTND4P12	-0.128293401009818	0.0412
	-0.211635253327149	0.005312
FAM13A-AS1	-0.207892851641333	0.004978
	-0.343692069179019	0.0001851
LUCAT1	-0.228972569760161	0.002891
	0.12736820886475	0.04908
MTATP6P1	-0.20163386116965	0.006737
	0.315091517490704	0.001072
GAPDHP40	-0.0827025893302493	0.01809
CCDC153	-0.289244285156642	0.0006898
FAM151B-DT	-0.196607044094818	0.008431
PCGF3-AS1	-0.142740172116082	0.02642
LINC02742	0.175598721451584	0.01816
SLC7A11-AS1	-0.186500557644495	0.009517
YJEFN3	0.142894837314668	0.04004
SH3TC2-DT	0.140666490603732	0.04023
LINC02762	0.140189435198705	0.03449
	0.250508638397475	0.005098
WBP1LP2	-0.20163386116965	0.007459
CHCHD10	0.207561069935362	0.009459
	-0.308011314552178	0.0004777
GLI4	0.156980954276232	0.02608
ZBED3-AS1	-0.166072675946706	0.01326
	-0.153156788061421	0.02112
SNHG21	0.112318770657008	0.03968
ZNF345	0.165855133936795	0.02139
	-0.22404027421793	0.004522
SHANK3	0.147361882921011	0.03011
HSPD1P11	-0.284514133244245	0.0007077
	-0.137503523749935	0.03009
LINC02615	0.252397769725057	0.003482
DDX3P3	-0.220329954879556	0.004596
FAM86EP	-0.130930869826449	0.03508
SHLD3	0.156659283139807	0.02542
	-0.134878054343112	0.03701
PCDHGA5	-0.168642035558839	0.01532
SLC10A5	0.23667341743204	0.006562
	-0.15704371014558	0.02158
EIF5AL1	-0.291603558030565	0.0006225
LINC03022	0.230228260750552	0.006003
TAGLN2P1	-0.205392512989685	0.001827
MINCR	0.221454974197195	0.008842
	-0.121678556588252	0.04828
	0.188693388530219	0.00411
CLDN23	0.13574450858126	0.0381
LYN	-0.136191386287144	0.03172
	0.279458852453401	0.00215
XNDC1N	0.210395933668423	0.008967
AP5B1	0.152163401800222	0.03384
UBQLN1-AS1	-0.250961573533219	0.001685
CHMP4A	-0.390667685559667	4.835e-05
	0.173807463763398	0.01733
PABPC4L	0.142894837314668	0.03979
NAP1L1P1	0.112630704721118	0.02636
LINC02551	-0.130930869826449	0.03847
MPV17L2	-0.128293401009818	0.04214
	0.142576291267693	0.04249
	0.245027007330098	0.006138
SNHG9	0.192974874501356	0.00476
PGAM1P8	-0.219091058246197	0.004422
EID1	0.126108075546604	0.04844
NOX5	-0.253384235800074	0.001586
B4GAT1-DT	-0.0894981508391026	0.0266
C10orf88B	0.221791423601912	0.006788
CTSO	-0.171206827418142	0.01321
URB1-AS1	-0.130930869826449	0.03736
	-0.172487515510134	0.01519
	0.377257024239628	0.0002932
KLRA1P	-0.149259365499623	0.02679
	-0.162210036314307	0.01611
DENND11	-0.236339539168374	0.002561
RRN3P3	-0.242450073677701	0.002024
	0.136695840657202	0.04495
FNTB	-0.121678556588252	0.04692
	-0.158337027167101	0.02467
KRT7-AS	-0.12961273813047	0.03898
PRANCR	0.310432456049533	0.001135
	-0.302172799740752	0.000668
	-0.12961273813047	0.01979
	0.440850852262743	6.365e-05
	-0.176322772640463	0.01376
RHOQP1	0.136378660257795	0.04236
	-0.183962834842595	0.01073
ARHGAP5-AS1	-0.160920188181103	0.01687
	0.230397501766746	0.006367
AP1G2-AS1	0.260151897300673	0.003486
HNRNPCP1	0.203900672296569	0.01382
FOXN3-AS1	-0.267835392097615	0.001105
TUBB3	0.18311362598508	0.01612
SIPA1L1-AS1	-0.289244285156642	0.0007748
ITGB3	-0.194087052116302	0.00923
INAFM2	-0.144046369616707	0.02621
	0.175598721451584	0.02788
CTXND1	-0.187767747046025	0.007428
DUT-AS1	-0.124328135002202	0.0471
	0.147521676357613	0.03472
HNRNPLP2	-0.255802836602718	0.00259
	0.191491383326025	0.01678
	-0.248534836138679	0.003804
	0.165855133936795	0.02182
	-0.214124805352847	0.005596
KDM7A-DT	-0.178873958169795	0.01198
ZNRD2-DT	0.181149439104566	0.01551
PTPN23-DT	0.247936530315769	0.005001
SNHG19	0.482976327935419	6.624e-05
TRMT61A-DT	-0.124328135002202	0.04435
	-0.309176187478515	0.0004373
	-0.141432790929296	0.02809
	-0.282143228781498	0.001151
	-0.379620962055708	0.0001639
	-0.282143228781498	0.0008043
TSPAN5-DT	-0.214124805352847	0.005298
	0.211063770755173	0.008438
	0.135269077685249	0.03478
	-0.133563525741106	0.03767
NFATC2IP-AS1	-0.140124223909071	0.03083
	0.269860047643488	0.003119
SWINGN	-0.133563525741106	0.03786
ZNNT1	0.222127951487947	0.00704
	0.18984484692168	0.01455
	-0.117695042669755	0.01092
	0.148960614291275	0.026
	0.237693710997118	0.006672
ST3GAL1-DT	-0.347098670622268	0.0001535
BOP1	0.161007906706259	0.02449
ATP2C2-AS1	0.258942959026036	0.003787
	-0.503857532577429	2.861e-06
TBILA	-0.15704371014558	0.02273
	0.195120391745327	0.01158
	-0.288063200325316	0.0007502
H2BC20P	-0.227741075839128	0.003681
LOXL1-AS1	-0.144046369616707	0.02975
MMP25-AS1	0.162783332946971	0.03072
	0.176576709314742	0.01806
PCDHGB3	0.20058107800892	0.01425
HNRNPA1P16	0.189022282875856	0.01413
MRPL12	0.689194568936827	2.867e-07
	-0.178873958169795	0.01008
MTCO1P40	-0.230203013366421	0.003986
ZNF213-AS1	-0.155749232677945	0.02215
RPS7P1	-0.739848102699327	1.398e-07
SGSM2-AS1	0.065068394097752	0.04656
	-0.263034405833794	0.001396
	-0.181420640280142	0.01274
ANXA8L1	-0.270229907237998	0.001118
SP2-DT	-0.197865391353738	0.007092
ANXA8	-0.124328135002202	0.04884
	0.352178966598703	0.0004582
ZNF488	-0.146655222119465	0.02652
GATA6-AS1	-0.16478627814334	0.01613
BAHCC1	0.27893363126895	0.002311
LINC01909	0.266732440645238	0.002823
SNHG25	0.352731546895617	0.0004701
LINC01443	-0.191562650700756	0.009242
	-0.371837617330421	7.827e-05
LINC00663	-0.183962834842595	0.01181
ASB16-AS1	-0.12300395405482	0.04723
	0.143213453711919	0.03599
	0.180822334457232	0.01966
MALT1-AS1	-0.309176187478515	0.0004311
	0.194955238629597	0.01514
	-0.217851096811131	0.00479
	-0.196607044094818	0.006536
	0.308823203187876	0.001491
	-0.0384361816561079	0.04688
LINC01836	-0.332278283056929	0.0002096
	0.161330549006808	0.0227
LIN37	0.190009416024795	0.01537
	0.144169725316234	0.04239
CARD8-AS1	-0.0922074380970889	0.03063
	-0.254594043033141	0.001531
LINC00664	-0.232660756790275	0.003312
	0.371646328650158	0.0002943
A1BG-AS1	-0.111031312388744	0.04699
	0.153446510314719	0.009391
MAN1B1-DT	-0.196607044094818	0.006992
ZNF818P	0.221791423601912	0.006628
FBXO17	-0.166072675946706	0.01641
ITGB1P1	0.383077757881299	0.0005432
	0.158429362604483	0.02932
	0.430703354438355	7.773e-05
	0.821890923905675	2.201e-08
SLC25A53	0.152965210880434	0.02787
	-0.137503523749935	0.02974
	0.0414171260331066	0.03143
SPACA6-AS1	-0.0976107966264223	0.02007
	0.217591435072627	0.009324
	-0.160920188181103	0.01729
	0.138759214740326	0.03541
	-0.404903122145131	0.0001347
MTCO2P22	-0.303342394487331	0.0005385
HMGN3-AS1	0.261880711217424	0.003674
NAV2-AS6	-0.146655222119465	0.02742
	0.164399254980705	0.02597
	0.184588523071337	0.01456
IRF2-DT	-0.10969486482593	0.03421
	-0.190298791626595	0.008147
	-0.3928669162308	5.455e-05
ANKRD34A	-0.206643223983395	0.005433
	-0.144046369616707	0.027
	-0.316145742293356	0.0003318
	-0.197865391353738	0.006916
	-0.27500704749987	0.0009244
	-0.22404027421793	0.003404
NFYC-AS1	-0.12300395405482	0.04407
NBPF25P	-0.150559676575381	0.02177
	-0.144046369616707	0.02839
	0.162783332946971	0.02178
MRPL20-DT	-0.141432790929296	0.0306
GTF2IP13	0.147521676357613	0.04043
PCDHB16	0.324093762105477	0.0008649
WASL-DT	-0.166072675946706	0.01749
HK2-DT	-0.0621217119077975	0.01389
	-0.215367972203479	0.004173
GCAWKR	-0.0989584800881688	0.04347
SAP30-DT	0.0717244383880651	0.02978
ATP6V1FNB	-0.280956313831056	0.0009235
ARHGEF2-AS2	-0.128293401009818	0.03354
	-0.292781749227846	0.0006214
CYP4F33P	-0.217851096811131	0.004745
	-0.173767067736706	0.0138
	-0.237563718317676	0.002298
INSIG1-DT	-0.149259365499623	0.02801
DUSP5-DT	-0.220329954879556	0.006214
	0.164722656694879	0.02405
	-0.153156788061421	0.02182
	0.339892833529422	0.0005999
	-0.168642035558839	0.0128
	0.294597079870272	0.001587
	-0.177598929327733	0.01273
NOL12	-0.126972856257766	0.04555
CASTOR2	-0.160920188181103	0.01778
	0.415807141890262	0.0001189
ZNF658	0.209061186224181	0.01247
	-0.314986485468515	0.0003394
	0.154570167148848	0.02758
	0.140348436140166	0.03962
ZKSCAN2-DT	0.159395776645905	0.02862
SYNRG	-0.172487515510134	0.01384
NUDT18	-0.12300395405482	0.04754
	0.170718702002469	0.0225
PRAG1	0.133368919305999	0.04204
FCGBP	-0.12565110166152	0.04296
	0.226678777868338	0.00632
PRSS2	-0.195347598322219	0.00807
UHRF1	0.139394693240146	0.04084
THBS1-IT1	-0.260627908126699	0.001375
PIP4K2B	-0.120351940365222	0.04661
	-0.124328135002202	0.04688
	0.240758928242722	0.004689
	-0.12961273813047	0.03939
RAB7B	-0.296310560708092	0.001166
	-0.176322772640463	0.01056
	-0.15704371014558	0.01803
LINC00869	-0.124328135002202	0.03496
TYW1B	-0.134878054343112	0.0312
	-0.480265122054463	6.106e-06
	0.204066852685037	0.009884
TRAC	0.233108061588777	0.005662
	-0.246104009883917	0.002867
ACACA	-0.121678556588252	0.04673
	-0.155749232677945	0.02041
NKILA	-0.177598929327733	0.01368
